SOP_sales_organization_NA,SOP_sales_organization_A,SOP_sales_organization_B,Reseller
0,29,0,0
0,0,44,NA
0,2,26,1
0,0,2,1
0,239,1196,1
0,0,3,1
2,1247,17082,1
0,0,1,1
0,1,22,1
0,0,11,1
0,0,1342,1
0,0,236,NA
0,0,14,NA
0,212,1839,NA
0,95,702,1
0,15,245,1
0,0,29,1
0,3,49,1
0,2,0,1
0,0,30,NA
0,0,1,0
0,0,31,NA
0,0,107,0
0,5,9,0
0,5,130,0
0,563,0,0
0,1,33,0
0,4,0,0
0,0,1,0
0,1,142,0
0,0,52,0
0,0,63,0
0,2,0,0
0,65,1838,0
0,5,218,0
0,0,32,0
0,5,0,0
0,4,44,NA
0,0,4,NA
0,264,2102,NA
0,0,1,0
0,0,30,0
0,0,7,0
0,0,23,NA
0,1,0,0
0,1,16,0
0,1,0,0
0,0,136,NA
0,13,1,NA
0,0,1,0
0,6,30,0
0,13,2,0
0,0,3,0
0,104,166,NA
0,3,962,0
0,0,2,0
0,4,0,NA
0,19,44,NA
0,8871,0,0
0,6,7,0
0,89,1578,0
0,1,0,0
0,0,67,NA
0,0,37,0
0,0,99,NA
0,0,1,0
0,49,2251,0
0,91,0,0
0,32,0,0
0,3,3,0
0,6,309,0
0,28,1,0
0,23,303,0
0,0,1,0
0,6,196,NA
0,0,23,0
0,0,10,0
0,0,44,0
0,0,6,0
0,3,75,0
0,0,8,0
0,0,26,0
0,16,47,0
0,0,59,0
0,2,0,0
0,0,4,0
0,56,168,0
0,22,664,0
0,0,1,0
0,270,0,0
0,4,5,0
0,92,0,0
0,20,628,NA
0,0,26,0
0,0,9,0
0,8,75,0
0,344,0,0
0,0,1,0
0,0,5819,NA
0,0,2,0
0,11,303,0
0,0,24,0
0,0,4,0
0,0,34,0
0,0,107,0
0,5,2,0
0,18,0,0
0,0,86,NA
0,0,7,0
0,8,23,0
0,0,98,0
0,105,11,NA
0,0,6,0
0,5,0,NA
0,14,0,0
0,4,118,NA
0,0,551,1
0,20,85,1
0,6,194,NA
0,1,8,1
0,367,12554,1
0,0,4128,NA
0,1,0,1
0,0,60,1
0,0,407,1
0,0,1,1
0,7,609,NA
0,21,49,1
0,198,5045,1
0,63,1,NA
0,0,3,1
0,0,4,0
0,3,4,0
0,1,3,0
0,25,1010,NA
0,432,0,0
0,2,171,0
0,0,3,0
0,13,107,0
0,1,23,0
0,0,101,0
0,46,0,0
0,3697,0,0
0,0,99,0
0,1,111,0
0,1,102,0
0,20,626,NA
0,656,37,0
0,5,9,0
0,0,74,0
0,0,386,0
0,196,1067,NA
0,0,33,0
0,1,1,0
0,0,13,NA
0,15,0,0
0,8,276,0
0,7,291,0
0,8,11,NA
0,0,6,0
0,2,2,0
0,0,4,0
0,0,407,0
0,0,1,0
0,6742,0,NA
0,12,829,0
0,4,361,0
0,21,1058,NA
0,2,0,0
0,0,76,0
0,4,434,0
0,1,4,0
0,1,15,0
0,0,38,0
0,1451,0,0
0,8,399,0
0,4,0,0
0,0,2,0
0,155,279,0
0,29,0,NA
0,24,1494,0
0,1331,0,0
0,0,8,0
0,24,1838,0
0,39,1621,0
0,0,430,NA
0,171,4589,0
0,0,133,0
0,3,28,0
0,0,28,0
0,5,60,0
0,47,0,0
0,5,51,0
0,0,10,0
0,0,25,0
0,4,361,0
0,6,140,0
0,61,0,0
0,0,2,0
0,0,36,0
0,1,88,0
0,9,122,0
0,12,2856,0
0,14,601,0
0,1,14,NA
0,2585,0,0
0,1,111,0
0,71,474,0
0,37,202,0
0,0,1,0
0,14,329,NA
0,101,2320,0
0,28,0,0
0,4,0,NA
0,1,11,NA
0,1331,0,0
0,28,0,0
0,14,601,NA
0,4,15,0
0,0,148,NA
0,6742,0,0
0,3,0,NA
0,59,872,0
0,0,1,0
0,1,247,0
0,16,59,0
0,28,332,0
0,0,6,0
0,37,76,0
0,0,12,NA
0,0,407,NA
0,65,1928,0
0,9,0,0
0,0,146,0
0,0,1,0
0,0,8,0
0,17,20,0
0,11,60,0
0,57,1895,0
0,0,3,0
0,0,1,NA
0,1,0,NA
0,29,268,0
0,0,11,0
0,3,9,NA
0,0,11,0
0,5,54,NA
0,123,0,0
0,7,39,0
0,1,339,0
0,1,58,0
0,73,3284,0
0,4,44,NA
0,0,5,0
0,3,1306,NA
0,52,40,0
0,16,81,NA
0,12,1,0
0,18,91,0
0,0,51,NA
0,1,2,NA
0,4,0,NA
0,61,0,0
0,26,286,0
0,9,83,0
0,1,190,0
0,49,2251,0
0,0,3,0
0,7,32,0
0,2,6,NA
0,75,0,0
0,5,961,0
0,0,50,0
0,1,0,0
0,39,509,0
0,3,9,0
0,13,1,0
0,0,1,0
0,0,386,0
0,1,0,0
0,424,0,0
0,36,8,NA
0,39,509,NA
0,0,2,0
0,0,1,0
0,15,38,0
0,0,35,NA
0,12,46,0
0,0,554,0
0,134,0,0
0,4,49,0
0,3,95,0
0,0,50,NA
0,12,0,0
0,78,532,0
0,1,101,0
0,6707,0,0
0,0,23,0
0,0,14,NA
0,6,643,0
0,0,42,0
0,10,7,0
0,17,3,0
0,11,741,0
0,2,26,0
0,178,29,NA
0,41,164,0
0,1,0,0
0,356,4221,NA
0,22,27,0
0,11,20,NA
0,0,6,NA
0,0,179,0
0,0,14,0
0,94,392,NA
0,0,2,NA
0,0,1,0
0,1,0,0
0,1,18,0
0,5,52,0
0,0,10,NA
0,3,7,0
0,4,263,0
0,9,0,0
0,0,1,0
0,9,15,0
0,0,62,0
0,22,3,0
0,4,0,NA
0,0,20,0
0,0,19,NA
0,1,58,0
0,0,95,NA
0,5,2,0
0,9,28,0
0,0,1,0
0,563,0,0
0,0,28,0
0,1,33,0
0,0,1,0
0,5,0,0
0,0,34,0
1,4,130,NA
0,0,8,0
0,14,90,0
0,7,252,0
0,23,303,0
0,1408,0,0
0,12,0,NA
0,0,9,0
0,0,51,0
0,0,96,0
0,0,71,0
0,3,1508,NA
0,0,1,0
0,4,194,0
0,5,313,0
0,6,282,0
0,2927,0,0
0,9,12,NA
0,0,9,NA
0,8,304,0
0,13,17,0
0,58,44,NA
0,0,15,0
0,0,36,0
0,435,385,0
0,1,189,0
0,0,15,NA
0,0,3,0
0,0,7,0
0,0,11,0
0,2,180,0
0,0,23,0
0,0,10,0
0,8,10,0
0,0,1,0
0,9,2,0
0,0,2,NA
0,0,86,0
0,0,3,0
0,0,295,0
0,0,3789,0
0,2,87,0
0,0,12,0
0,10,499,NA
0,0,51,0
0,0,1,0
0,0,97,0
0,14,169,0
0,0,258,0
0,435,385,0
0,20,362,0
0,6,447,0
0,0,3,0
0,13,2,0
0,0,37,0
0,4,52,NA
0,2,290,0
0,25,0,0
0,0,1,0
0,0,16,0
0,198,5045,0
0,0,7,0
0,0,41,0
0,0,8,0
0,49,28,NA
0,0,244,0
0,9,20,0
0,0,1,0
0,40,2259,0
0,0,10,NA
0,11,441,0
0,10,0,0
0,9309,0,0
0,111,2130,0
0,26,120,0
1,72,806,0
0,0,64,NA
0,10,81,0
0,0,21,0
0,80,2717,0
0,10,85,0
0,5,218,0
0,42,2090,0
0,1,1,0
0,20,0,0
0,0,18,0
0,0,60,0
0,151,4608,0
0,15,38,0
0,4,28,0
0,4,47,0
0,0,76,0
0,0,3,0
0,42,13,0
0,0,1,NA
0,9,731,0
0,0,57,NA
0,1018,0,0
0,14,475,0
0,2,26,1
0,8,419,NA
0,11,378,1
0,5,4,1
0,0,33,1
0,11,60,1
0,12,93,1
0,0,488,1
0,0,233,1
0,128,10,1
0,0,6,1
0,155,279,1
0,576,0,1
0,6,0,1
0,9,1210,1
0,0,1,1
0,4,329,NA
0,0,107,1
0,6,52,0
1,1125,0,0
0,0,15,0
0,42,2090,0
0,0,10,0
0,58,44,0
0,30,7,0
0,0,35,0
0,14,405,0
0,21,636,NA
0,0,2799,0
0,6,140,0
0,0,43,0
0,0,16,0
0,13,53,0
0,0,8,0
0,0,141,0
0,11,1143,NA
0,0,30,NA
0,0,2,0
0,32,0,NA
0,469,0,NA
0,22,341,NA
0,3,5,0
0,4,19,0
0,9309,0,0
0,8,12,NA
0,8,17527,0
0,0,3,0
0,986,0,NA
0,0,3,NA
0,0,551,0
0,424,904,NA
0,2,183,NA
0,0,4,0
0,0,32,0
0,3724,0,0
0,0,6,0
0,3,0,0
0,0,1,0
0,2,0,0
0,10,93,NA
0,3,49,NA
0,0,5,0
0,33,14,0
0,0,15,0
0,0,353,0
0,1,33,0
0,21,1384,NA
0,48,2,0
0,0,4,0
0,0,2,0
0,0,2,0
0,3,3,0
0,0,68,0
0,10,295,0
0,1,4,0
0,5,0,0
0,12,0,0
0,0,13,0
0,12,1,0
0,18,649,0
0,1217,0,NA
0,0,6,0
0,14,262,0
0,1,1,0
0,8871,0,0
0,0,9,0
0,0,77,0
0,4,35,NA
0,6,196,0
0,0,1,0
0,0,249,NA
0,0,1,NA
0,40,2,0
0,0,36,0
0,28,0,0
0,4,361,0
0,0,2,0
0,0,1,0
0,13,322,0
0,4,85,0
0,7,0,0
0,11,0,0
0,5,313,0
0,0,17,0
0,151,4608,0
0,28,753,0
0,4,0,0
0,131,0,0
0,134,0,0
0,0,45,NA
0,2027,0,0
0,7855,0,0
0,0,5,NA
0,0,18,NA
0,16,262,0
0,0,48,0
0,5,295,NA
0,2172,0,0
0,9,1210,NA
0,155,158,0
0,20,626,0
0,43,0,0
0,9109,0,0
0,25,0,0
0,0,45,0
0,0,42,0
0,4,53,NA
0,54,0,NA
0,0,16,0
0,9,122,0
0,8,20,0
0,2,60,NA
0,0,131,0
0,22,95,0
0,3,65,0
0,6,309,0
0,13,1,NA
0,13,1,0
0,5,88,0
0,10,29,NA
0,101,2320,0
0,0,35,NA
0,70,5881,0
0,1241,0,0
0,0,80,NA
0,6,67,0
0,22,855,0
0,4,865,0
0,0,2,0
0,4,56,0
0,599,0,0
0,0,44,0
0,108,594,NA
0,0,20,0
0,4,301,0
0,13,90,0
0,0,45,0
0,4,45,0
0,0,3,NA
0,4,164,0
0,81,259,0
0,2721,0,NA
0,12,75,0
0,12,258,0
0,4,7,NA
0,0,10,0
0,0,21,0
0,0,36,0
0,0,3,0
0,264,0,0
0,0,2,0
0,0,92,0
0,0,77,0
0,0,2,0
0,0,25,0
0,0,15,0
0,18,1719,0
0,0,8,0
0,0,210,0
0,4,515,0
0,161,1534,0
0,5,44,NA
0,0,178,NA
0,7,51,0
0,4,865,0
0,44,0,0
0,18,1,0
0,92,0,NA
0,1,6,NA
2,1247,17082,0
0,3,190,0
0,26,120,0
0,0,42,0
0,6518,0,NA
7,531,877,0
0,0,258,0
0,0,23,0
0,10,11,0
0,9,0,0
0,0,2,0
0,18,649,0
0,1018,0,0
0,5,153,0
0,56,168,0
0,793,0,0
0,0,1,0
0,1,12,NA
0,1,11,0
0,11,144,0
0,0,7,NA
0,0,5819,0
0,1807,0,NA
0,20,46,0
0,0,13,0
0,113,0,0
0,17,0,0
0,7,39,0
0,6594,0,0
0,5,0,0
0,3,4,NA
0,1,0,0
0,0,8,0
0,2,1,NA
0,0,4,0
0,0,75,NA
0,0,163,0
0,0,2,0
0,0,1,0
0,6,3,0
0,71,474,0
0,4,434,0
0,0,1,0
0,0,6,0
0,0,1,0
0,9309,0,0
0,0,611,0
0,174,4886,0
0,0,2799,0
0,0,10,0
0,0,73,0
0,793,0,0
0,694,0,0
0,4,9,0
0,5,1,NA
0,9,1,NA
0,0,63,0
0,0,1,0
0,3,289,0
0,0,7,0
0,11,441,0
0,13,1,0
0,0,91,0
0,3697,0,NA
0,0,190,0
0,10,1850,0
0,6,74,0
0,0,1,0
0,21,307,0
0,3,0,0
0,1,58,0
0,22,95,0
0,285,3468,0
0,7,3898,0
0,0,6,NA
0,0,15,0
0,0,23,0
0,151,0,0
0,30,85,NA
0,4,0,0
0,1275,0,0
0,19,44,NA
0,157,10,0
0,0,1,0
0,0,2,0
0,4,17,0
0,20,626,0
0,1,4,0
0,0,5,NA
0,0,2,0
0,6,76,0
0,15,0,0
0,0,25,0
0,13,127,0
0,26,378,NA
0,0,12,0
0,18,2418,0
0,0,8,0
0,4,44,0
0,0,69,0
0,1,38,0
0,0,10,0
0,1359,0,NA
0,52,90,NA
0,1993,0,0
0,1,120,0
0,4,34,0
0,0,3,0
0,0,210,0
0,9,3,0
0,0,30,0
0,185,0,0
0,0,11,0
0,0,1,0
0,0,73,0
0,421,7532,0
0,0,6,0
0,17,2527,0
0,0,11,0
0,0,9,0
0,12,111,NA
0,0,29,0
0,0,1,0
0,0,9,0
0,0,38,0
0,12,296,0
0,654,0,0
0,0,24,NA
0,21,307,0
0,1,0,0
0,0,249,0
0,17,423,0
0,0,4,NA
0,0,1,NA
0,8,97,0
0,2,6,0
0,264,2102,0
0,0,554,0
0,12,46,0
0,4,253,0
0,1,9,NA
0,1,33,0
0,0,240,NA
0,3,306,0
0,94,392,0
0,24,0,0
0,0,4,NA
0,8,429,0
0,0,1,0
0,13,2,0
0,0,18,0
0,0,3,0
0,10,499,0
0,656,37,0
0,7,3,NA
0,7855,0,0
0,0,1,0
0,0,1,0
0,0,1,0
0,2281,0,0
0,4,21,0
0,0,141,0
0,1,372,0
0,2377,0,0
0,102,0,0
0,6,229,0
0,0,6,0
0,0,3,NA
0,6742,0,0
0,13,90,0
0,0,428,NA
0,9,241,NA
0,11,490,0
0,2,171,0
0,0,5,NA
0,0,25,0
0,32,1570,0
0,17,101,0
0,7,946,0
0,4,0,NA
0,0,32,0
0,13,76,NA
0,39,30,0
0,0,240,0
0,26,286,0
0,23,1202,0
0,0,15,0
0,9,20,0
0,13,70,NA
0,13,53,0
0,0,1,NA
0,144,4813,0
0,31,903,0
0,8,78,0
0,0,15,0
0,0,51,0
0,5,0,0
0,31,29,0
0,1,13,0
0,4,0,0
0,0,8,0
0,0,37,0
0,4,13,0
0,5,47,0
0,0,1,NA
0,0,1,0
0,0,25,0
0,0,7,0
0,0,4,0
0,1,189,0
0,30,3384,0
0,8,11,0
0,0,36,0
0,3,7,0
0,28,915,NA
0,13,54,0
0,19,500,NA
0,6,30,0
0,13,70,0
0,2,140,0
0,23,3256,0
0,120,8561,0
0,75,1520,NA
0,0,1,NA
0,11,441,0
0,10,31,0
0,0,2,0
0,13,2,NA
0,0,12,0
0,8,107,NA
0,0,59,0
0,1,128,0
0,0,27,NA
0,0,35,0
0,12,0,0
0,2,59,0
0,5,436,0
0,17,3841,0
0,24,1774,0
0,54,0,0
0,1,31,0
0,52,637,0
0,1624,0,0
0,0,15,0
0,1,102,0
0,82,0,NA
0,0,285,0
0,0,14,0
0,0,8,0
0,344,0,0
0,1,47,0
0,0,1,0
0,0,38,0
0,0,1,0
0,223,1161,NA
0,9,0,0
