,SOP_Total_Num_Items,Reseller
2002,28,0
2003,3,NA
2004,49,0
2005,19,NA
2006,177,0
2007,196,NA
2008,6,0
2009,61,0
2010,1,0
2011,1809,0
2012,42,0
2013,56,0
2014,1,0
2015,8,0
2016,42,0
2017,326,NA
2018,13,0
2019,1479,0
2020,357,0
2021,3194,0
2022,3617,0
2023,9,NA
2024,31,0
2025,115,0
2026,545,0
2027,712,0
2028,14614,NA
2029,1,0
2030,853,0
2031,1998,0
2032,1095,0
2033,13673,0
2034,75,NA
2035,20,NA
2036,2273,0
2037,52,0
2038,180,NA
2039,55,0
2040,90,0
2041,5414,0
2042,440,0
2043,54,NA
2044,6,0
2045,8,0
2046,41,0
2047,648,0
2048,155,0
2049,91,0
2050,59,0
2051,1,0
2052,11,0
2053,4,NA
2054,126,0
2055,6,0
2056,2194,0
2057,23577,0
2058,316,0
2059,69,0
2060,1915,NA
2061,151,0
2062,2,0
2063,677,0
2064,254,0
2065,1753,0
2066,5414,0
2067,1357,0
2068,2016,0
2069,39,0
2070,15,0
2071,72,0
2072,395,NA
2073,4532,0
2074,38,0
2075,1,0
2076,18,0
2077,66103,0
2078,10,0
2079,171,0
2080,8,0
2081,115,NA
2082,551,0
2083,37,0
2084,1,0
2085,22832,0
2086,13,NA
2087,1106,0
2088,20,0
2089,38646,0
2090,6966,0
2091,963,0
2092,2059,0
2093,196,NA
2094,535,0
2095,22,0
2096,10932,0
2097,399,0
2098,2052,0
2099,52870,0
2100,12,0
2101,31,0
2102,29,0
2103,259,0
2104,24071,0
2105,107,0
2106,401,0
2107,313,0
2108,191,0
2109,3,0
2110,95,0
2111,4,NA
2112,2975,0
2113,516,NA
2114,5409,0
2115,2312,0
2116,51,1
2117,1166,NA
2118,1330,1
2119,22,1
2120,382,1
2121,102,1
2122,213,1
2123,1127,1
2124,1099,1
2125,450,1
2126,17,1
2127,1599,1
2128,2509,1
2129,18,1
2130,6753,1
2131,1,1
2132,11414,NA
2133,788,1
2134,225,0
2135,2034,0
2136,44,0
2137,52870,0
2138,33,0
2139,180,0
2140,98,0
2141,154,0
2142,707,0
2143,6301,NA
2144,52313,0
2145,752,0
2146,148,0
2147,18,0
2148,1203,0
2149,8,0
2150,942,0
2151,1394,NA
2152,34,NA
2153,4,0
2154,43,NA
2155,1734,NA
2156,4633,NA
2157,25,0
2158,28,0
2159,38646,0
2160,29,NA
2161,172279,0
2162,3,0
2163,5490,NA
2164,5,NA
2165,3587,0
2166,6350,NA
2167,960,NA
2168,4,0
2169,129,0
2170,11458,0
2171,7,0
2172,1,0
2173,1,0
2174,2,0
2175,720,NA
2176,101,NA
2177,5,0
2178,411,0
2179,109,0
2180,2917,0
2181,56,0
2182,5361,NA
2183,54,0
2184,4,0
2185,13,0
2186,4,0
2187,8,0
2188,248,0
2189,1425,0
2190,6,0
2191,5,0
2192,11,0
2193,44,0
2194,6,0
2195,1758,0
2196,13683,NA
2197,12,0
2198,1962,0
2199,11,0
2200,48892,0
2201,24,0
2202,160,0
2203,63,NA
2204,349,0
2205,1,0
2206,955,NA
2207,50,NA
2208,35,0
2209,98,0
2210,21,0
2211,3148,0
2212,13,0
2213,1,0
2214,628,0
2215,475,0
2216,6,0
2217,11,0
2218,1998,0
2219,70,0
2220,24071,0
2221,3421,0
2222,4,0
2223,1006,0
2224,208,0
2225,265,NA
2226,9465,0
2227,40154,0
2228,105,NA
2229,30,NA
2230,1822,0
2231,347,0
2232,901,NA
2233,13582,0
2234,6753,NA
2235,500,0
2236,1855,0
2237,68,0
2238,55905,0
2239,38,0
2240,149,0
2241,55,0
2242,405,NA
2243,162,NA
2244,21,0
2245,2093,0
2246,564,0
2247,258,NA
2248,1433,0
2249,269,0
2250,334,0
2251,1520,0
2252,38,NA
2253,30,0
2254,107,0
2255,57,NA
2256,10295,0
2257,65,NA
2258,21292,0
2259,8204,0
2260,100,NA
2261,242,0
2262,9213,0
2263,5584,0
2264,0,0
2265,483,0
2266,2924,0
2267,441,0
2268,1948,NA
2269,45,0
2270,1077,0
2271,155,0
2272,177,0
2273,222,0
2274,4,NA
2275,1655,0
2276,926,0
2277,14613,NA
2278,279,0
2279,423,0
2280,65,NA
2281,12,0
2282,22,0
2283,77,0
2284,3,0
2285,1686,0
2286,3,0
2287,181,0
2288,299,0
2289,2,0
2290,111,0
2291,15,0
2292,11707,0
2293,12,0
2294,1054,0
2295,3511,0
2296,22248,0
2297,166,NA
2298,396,NA
2299,87,0
2300,5584,0
2301,102,0
2302,19,0
2303,202,NA
2304,18,NA
2305,391248,0
2306,1063,0
2307,963,0
2308,55,0
2309,48777,NA
2310,5412,0
2311,1753,0
2312,27,0
2313,78,0
2314,9,0
2315,3,0
2316,1758,0
2317,5409,0
2318,399,0
2319,402,0
2320,2696,0
2321,1,0
2322,21,NA
2323,23,0
2324,950,0
2325,0,NA
2326,23317,0
2327,13553,NA
2328,316,0
2329,44,0
2330,2937,0
2331,20,0
2332,76,0
2333,28640,0
2334,5,0
2335,7,NA
2336,1,0
2337,18,0
2338,7,NA
2339,12,0
2340,154,NA
2341,759,0
2342,2,0
2343,2,0
2344,20,0
2345,4343,0
2346,1530,0
2347,4,0
2348,9,0
2349,1,0
2350,38646,0
2351,3870,0
2352,35729,0
2353,52313,0
2354,18,0
2355,290,0
2356,2696,0
2357,4999,0
2358,15,0
2359,6,NA
2360,11,NA
2361,92,0
2362,1,0
2363,4352,0
2364,7,0
2365,1106,0
2366,15,0
2367,498,0
2368,25898,NA
2369,1119,0
2370,56490,0
2371,3810,0
2372,1,0
2373,1127,0
2374,3,0
2375,177,0
2376,269,0
2377,44061,0
2378,33977,0
2379,18,NA
2380,54,0
2381,27,0
2382,923,0
2383,249,NA
2384,3,0
2385,10659,0
2386,99,NA
2387,228,0
2388,1,0
2389,4,0
2390,49,0
2391,1855,0
2392,6,0
2393,5,NA
2394,3,0
2395,169,0
2396,29,0
2397,57,0
2398,218,0
2399,676,NA
2400,35,0
2401,23200,0
2402,10,0
2403,173,0
2404,126,0
2405,180,0
2406,91,0
2407,9237,NA
2408,226,NA
2409,11842,0
2410,466,0
2411,69,0
2412,5,0
2413,1054,0
2414,39,0
2415,67,0
2416,495,0
2417,100,0
2418,3,0
2419,252,0
2420,138225,0
2421,6,0
2422,9030,0
2423,17,0
2424,13,0
2425,217,NA
2426,59,0
2427,1,0
2428,20,0
2429,121,0
2430,1121,0
2431,4041,0
2432,61,NA
2433,1127,0
2434,2,0
2435,955,0
2436,1723,0
2437,4,NA
2438,1,NA
2439,421,0
2440,11,0
2441,24630,0
2442,2505,0
2443,167,0
2444,1064,0
2445,10,NA
2446,56,0
2447,1193,NA
2448,872,0
2449,8255,0
2450,80,0
2451,6,NA
2452,2517,0
2453,1,0
2454,19,0
2455,29,0
2456,3,0
2457,1915,0
2458,1991,0
2459,6,NA
2460,40154,0
2461,2,0
2462,1,0
2463,1,0
2464,9315,0
2465,33,0
2466,942,0
2467,1150,0
2468,14333,0
2469,238,0
2470,732,0
2471,7,0
2472,3,NA
2473,44420,0
2474,155,0
2475,2863,NA
2476,683,NA
2477,2996,0
2478,1136,0
2479,137,NA
2480,80,0
2481,6707,0
2482,1025,0
2483,4719,0
2484,0,NA
2485,90,0
2486,276,NA
2487,136,0
2488,1193,0
2489,1941,0
2490,4116,0
2491,54,0
2492,37,0
2493,370,NA
2494,1203,0
2495,1,NA
2496,18350,0
2497,6882,0
2498,595,0
2499,109,0
2500,115,0
2501,3,0
2502,87,0
2503,15,0
2504,3,0
2505,12,0
2506,72,0
2507,33,0
2508,430,0
2509,4,NA
2510,8,0
2511,111,0
2512,13,0
2513,6,0
2514,440,0
2515,32268,0
2516,31,0
2517,98,0
2518,49,0
2519,6482,NA
2520,145,0
2521,4289,NA
2522,60,0
2523,370,0
2524,1043,0
2525,9841,0
2526,71314,0
2527,41850,NA
2528,1,NA
2529,1106,0
2530,62,0
2531,2,0
2532,15,NA
2533,15,0
2534,337,NA
2535,766,0
2536,2266,0
2537,60,NA
2538,65,0
2539,12,0
2540,246,0
2541,971,0
2542,52723,0
2543,6491,0
2544,162,0
2545,125,0
2546,1142,0
2547,3040,0
2548,36,0
2549,617,0
2550,233,NA
2551,671,0
2552,32,0
2553,10,0
2554,582,0
2555,155,0
2556,1,0
2557,166,0
2558,3,0
2559,16600,NA
2560,8,0
