,SOP_Total_netvalue,Reseller
1619,1920528,0
1620,11303806,0
1621,50430999,NA
1622,1471945013,0
1623,1827182,NA
1624,235749061,0
1625,16242031,0
1626,1171258171,0
1627,12060202,0
1628,61098532,NA
1629,919802552,NA
1630,3419727,0
1631,27755642,0
1632,4354385,0
1633,6930541,0
1634,163113536,NA
1635,8808814,0
1636,1305822702,0
1637,12925944,0
1638,15560333,NA
1639,58314486,0
1640,303366453,0
1641,7795991,NA
1642,1363397820,0
1643,5050317,0
1644,76956922,0
1645,82073134,0
1646,2413487852,NA
1647,509046240,0
1648,309599837,NA
1649,10557760,NA
1650,122782176,0
1651,1041655,0
1652,46691975,0
1653,30102363,1
1654,10405340,0
1655,849457724,1
1656,28120904,0
1657,157592788,0
1658,271385997,0
1659,181384732,0
1660,906855,0
1661,817863,0
1662,1800464,0
1663,3654570,0
1664,1177827,0
1665,998201,NA
1666,22207671,NA
1667,865448,NA
1668,148198563,0
1669,16103454,0
1670,25579684,NA
1671,9241052,0
1672,100429457,NA
1673,1713084,NA
1674,9807728,0
1675,52311724,0
1676,18592163,NA
1677,30212932,1
1678,1928693,1
1679,1129398003,1
1680,1075583,1
1681,16204381268,1
1682,511929,1
1683,21616809,1
1684,10485137,1
1685,1378735732,1
1686,202656287,NA
1687,13491321,NA
1688,1795683209,NA
1689,807922875,1
1690,236915726,1
1691,32600552,1
1692,50430999,1
1693,1734585,1
1694,29083423,NA
1695,896838,0
1696,27269228,NA
1697,88299467,0
1698,14004339,0
1699,119259711,0
1700,571964620,0
1701,30383476,0
1702,2589788,0
1703,842897,0
1704,130991275,0
1705,45053396,0
1706,63150678,0
1707,1794513,0
1708,1785838440,0
1709,183021751,0
1710,22963507,0
1711,10557760,0
1712,43183254,NA
1713,3090935,NA
1714,1755253889,NA
1715,1051719,0
1716,29083423,0
1717,20741714,0
1718,17640976,NA
1719,842678,0
1720,13995976,0
1721,896526,0
1722,116018933,NA
1723,10405340,NA
1724,733035,0
1725,45828566,0
1726,35322427,0
1727,2498680,0
1728,261547585,NA
1729,865881398,0
1730,1215133,0
1731,6608338,NA
1732,81678628,NA
1733,9932948810,0
1734,17842471,0
1735,1603896823,0
1736,948968,0
1737,60112130,NA
1738,32800645,0
1739,90963815,NA
1740,851571,0
1741,2010301294,0
1742,79988319,0
1743,45160121,0
1744,5333441,0
1745,278518389,0
1746,66929843,0
1747,305807945,0
1748,897053,0
1749,189051960,NA
1750,21881844,0
1751,10293472,0
1752,32516138,0
1753,3974259,0
1754,72978089,0
1755,7224099,0
1756,25798196,0
1757,76122392,0
1758,47741036,0
1759,1158065,0
1760,11852408,0
1761,201874895,0
1762,637711587,0
1763,978624,0
1764,252305848,0
1765,15596767,0
1766,86097714,0
1767,574526904,NA
1768,25798196,0
1769,7668198,0
1770,80698255,0
1771,318616461,0
1772,904567,0
1773,5585325838,NA
1774,1907229,0
1775,300996905,0
1776,22249965,0
1777,3234209,0
1778,35295926,0
1779,101497092,0
1780,13688956,0
1781,20465085,0
1782,77282244,NA
1783,3147914,0
1784,32846752,0
1785,92640863,0
1786,108231533,NA
1787,2537081,0
1788,3414194,NA
1789,13454770,0
1790,113086818,NA
1791,480137743,1
1792,109936240,1
1793,178044559,NA
1794,7610382,1
1795,11308477682,1
1796,3543276874,NA
1797,570071,1
1798,46425683,1
1799,300559181,1
1800,642423,1
1801,501190942,NA
1802,81294510,1
1803,4864258918,1
1804,55482692,NA
1805,4719622,1
1806,3484805,0
1807,14560712,0
1808,3176432,0
1809,918242385,NA
1810,370474822,0
1811,200173353,0
1812,3344339,0
1813,119638741,0
1814,18549776,0
1815,106777621,0
1816,45753958,0
1817,3810520467,0
1818,90963815,0
1819,97925559,0
1820,87723065,0
1821,659388950,NA
1822,691878543,0
1823,14004339,0
1824,67538833,0
1825,346247969,0
1826,1154106886,NA
1827,26703003,0
1828,1965921,0
1829,12492820,NA
1830,12107429,0
1831,295018809,0
1832,240245765,0
1833,22046491,NA
1834,4286895,0
1835,3686758,0
1836,4107248,0
1837,300559181,0
1838,868066,0
1839,6179114460,NA
1840,752609009,0
1841,338967874,0
1842,1021691587,NA
1843,1133791,0
1844,75241201,0
1845,393584433,0
1846,4890656,0
1847,14945733,0
1848,25579684,0
1849,1382752261,0
1850,377786638,0
1851,5869376,0
1852,1713084,0
1853,400346357,0
1854,48995098,NA
1855,1404618597,0
1856,1170107612,0
1857,5969640,0
1858,1679665698,0
1859,1430950652,0
1860,405744655,NA
1861,4469846348,0
1862,128029649,0
1863,35066054,0
1864,28132298,0
1865,67928351,0
1866,103006775,0
1867,58893339,0
1868,9048726,0
1869,21921023,0
1870,338967874,0
1871,123388225,0
1872,59851266,0
1873,894347,0
1874,27755642,0
1875,81745421,0
1876,124482696,0
1877,2857037509,0
1878,586228453,0
1879,14543519,NA
1880,2544741884,0
1881,97925559,0
1882,585494011,0
1883,232528290,0
1884,998201,0
1885,309599837,NA
1886,2226308971,0
1887,30102363,0
1888,9673740,NA
1889,11765919,NA
1890,1170107612,0
1891,67386674,0
1892,586228453,NA
1893,23792348,0
1894,122113081,NA
1895,6179114460,0
1896,6606280,NA
1897,850238004,0
1898,861884,0
1899,231810775,0
1900,63288043,0
1901,298407786,0
1902,5591829,0
1903,146852787,0
1904,11126759,NA
1905,300559181,NA
1906,1732382510,0
1907,13335645,0
1908,114230732,0
1909,1041655,0
1910,5222106,0
1911,34569552,0
1912,75275559,0
1913,1891051267,0
1914,2960920,0
1915,1035467,NA
1916,743646,NA
1917,317449739,0
1918,9577340,0
1919,14278781,NA
1920,11261287,0
1921,59953172,NA
1922,115656048,0
1923,41878695,0
1924,303366453,0
1925,54414051,0
1926,3250747049,0
1927,43183254,NA
1928,4112385,0
1929,1159216848,NA
1930,141998826,0
1931,105619648,NA
1932,19662285,0
1933,120584979,0
1934,42308743,NA
1935,2855461,NA
1936,2683893,NA
1937,59851266,0
1938,291309346,0
1939,94919311,0
1940,163312109,0
1941,2010301294,0
1942,2065365,0
1943,36737626,0
1944,8126727,NA
1945,66896600,0
1946,868342649,0
1947,40684953,0
1948,913988,0
1949,511641360,0
1950,11063528,0
1951,10405340,0
1952,931741,0
1953,346247969,0
1954,207955,0
1955,363133374,0
1956,130376488,NA
1957,511641360,NA
1958,1247613,0
1959,1002757,0
1960,67422101,0
1961,29559947,NA
1962,71421556,0
1963,477983638,0
1964,345557546,0
1965,48952218,0
1966,90737395,0
1967,46377274,NA
1968,15346570,0
1969,646635816,0
1970,83704860,0
1971,5634661866,0
1972,17640976,0
1973,11687620,NA
1974,591175232,0
1975,35344713,0
1976,16423600,0
1977,20419948,0
1978,717005613,0
1979,30212932,0
1980,372449458,NA
1981,237364726,0
1982,743646,0
1983,4317393610,NA
1984,68866127,0
1985,28876048,NA
1986,5511172,NA
1987,140944651,0
1988,11863209,0
1989,473439053,NA
1990,1062025,NA
1991,98539,0
1992,807297,0
1993,15737622,0
1994,47720817,0
1995,8061445,NA
1996,4425286,0
1997,269976757,0
1998,15377785,0
1999,104545,0
2000,30466361,0
2001,54525164,0
2002,24908601,0
2003,9638839,NA
2004,18778516,0
2005,16465877,NA
2006,54414051,0
2007,89710337,NA
2008,13688956,0
2009,33001949,0
2010,1099903,0
2011,571964620,0
2012,21662502,0
2013,30383476,0
2014,2963102,0
2015,5531885,0
2016,26318264,0
2017,128688897,NA
2018,7120700,0
2019,101185577,0
2020,245690235,0
2021,305807945,0
2022,1356254537,0
2023,24296463,NA
2024,8691616,0
2025,37415143,0
2026,87779243,0
2027,58227866,0
2028,1352637493,NA
2029,2963102,0
2030,179960018,0
2031,271245590,0
2032,275162933,0
2033,2739698651,0
2034,16136077,NA
2035,7668198,NA
2036,286508170,0
2037,23932674,0
2038,162803382,NA
2039,15486577,0
2040,34668690,0
2041,796683425,0
2042,179208430,0
2043,12916594,NA
2044,1856905,0
2045,6667983,0
2046,9577340,0
2047,160001641,0
2048,18829405,0
2049,10112360,0
2050,22830677,0
2051,1099903,0
2052,22207671,0
2053,1866569,NA
2054,72544215,0
2055,1856905,0
2056,262518504,0
2057,3551299101,0
2058,86607341,0
2059,10380664,0
2060,449243094,NA
2061,40924410,0
2062,845316,0
2063,79677766,0
2064,176588889,0
2065,222259480,0
2066,796683425,0
2067,358792692,0
2068,444531116,0
2069,2479794,0
2070,32221328,0
2071,32800645,0
2072,49906787,NA
2073,254427640,0
2074,25976921,0
2075,1104782,0
2076,15560333,0
2077,4864258918,0
2078,6337626,0
2079,33845275,0
2080,7498325,0
2081,77469329,NA
2082,231992732,0
2083,24301439,0
2084,916607,0
2085,2036347476,0
2086,8061445,NA
2087,448711298,0
2088,18910204,0
2089,10169497460,0
2090,2122290565,0
2091,160856391,0
2092,849457724,0
2093,58353539,NA
2094,91371291,0
2095,17148058,0
2096,2686356308,0
2097,92067631,0
2098,183021751,0
2099,1888462411,0
2100,1930172,0
2101,16483705,0
2102,21859798,0
2103,46425683,0
2104,4416188086,0
2105,67422101,0
2106,33826915,0
2107,52006917,0
2108,74515817,0
2109,2498680,0
2110,54113995,0
2111,629834,NA
2112,662362588,0
2113,56030147,NA
2114,959872683,0
2115,413740934,0
2116,30212932,1
2117,399138833,NA
2118,378802198,1
2119,11070155,1
2120,24652056,1
2121,75275559,1
2122,100429457,1
2123,440527538,1
2124,180416963,1
2125,121190490,1
2126,4805535,1
2127,400346357,1
2128,620700901,1
2129,6261320,1
2130,1112916119,1
2131,91192,1
2132,304758271,NA
2133,101497092,1
2134,49932989,0
2135,1156623269,0
2136,14761229,0
2137,1888462411,0
2138,8982650,0
2139,162803382,0
2140,46941734,0
2141,29559947,0
2142,391338897,0
2143,580870247,NA
2144,2402749857,0
2145,123388225,0
2146,37010947,0
2147,15560333,0
2148,62022966,0
2149,7498325,0
2150,120715606,0
2151,1022044934,NA
2152,19938670,NA
2153,1917289,0
2154,45160121,NA
2155,416266381,NA
2156,328975571,NA
2157,10433933,0
2158,37203464,0
2159,10169497460,0
2160,26195151,NA
2161,15470194752,0
2162,2543483,0
2163,971613797,NA
2164,3058240,NA
2165,480137743,0
2166,1232773364,NA
2167,166738555,NA
2168,3538416,0
2169,25965707,0
2170,3449515729,0
2171,4318943,0
2172,893058,0
2173,817863,0
2174,847505,0
2175,103111375,NA
2176,50430999,NA
2177,3654570,0
2178,39814393,0
2179,10494541,0
2180,291213679,0
2181,30383476,0
2182,1360170919,NA
2183,111183069,0
2184,3538416,0
2185,2072473,0
2186,1697233,0
2187,5035479,0
2188,67128535,0
2189,291779373,0
2190,4890656,0
2191,4883942,0
2192,26554523,0
2193,9318406,0
2194,19662285,0
2195,647780723,0
2196,1188945496,NA
2197,5467094,0
2198,239620189,0
2199,1827182,0
2200,9932948810,0
2201,8274788,0
2202,72986092,0
2203,44058622,NA
2204,189051960,0
2205,1101739,0
2206,219885915,NA
2207,868066,NA
2208,107364887,0
2209,35791236,0
2210,67386674,0
2211,338967874,0
2212,2072473,0
2213,647163,0
2214,257740317,0
2215,82509728,0
2216,12864169,0
2217,8639010,0
2218,271245590,0
2219,14636258,0
2220,4416188086,0
2221,625546087,0
2222,2589788,0
2223,123742177,0
2224,345557546,0
2225,42647616,NA
2226,2169674551,0
2227,7221776688,0
2228,5284292,NA
2229,13807136,NA
2230,244463125,0
2231,46701565,0
2232,269682973,NA
2233,1939073600,0
2234,1112916119,NA
2235,291602098,0
2236,659388950,0
2237,50179893,0
2238,7518728555,0
2239,25976921,0
2240,37447806,0
2241,35344713,0
2242,55791035,NA
2243,45170534,NA
2244,17214143,0
2245,124482696,0
2246,36258032,0
2247,63949834,NA
2248,116804647,0
2249,134496721,0
2250,61098532,0
2251,278518389,0
2252,10405340,NA
2253,18410410,0
2254,83063177,0
2255,46193494,NA
2256,2226308971,0
2257,27605928,NA
2258,5745698980,0
2259,1128675379,0
2260,74855055,NA
2261,75990575,0
2262,831393141,0
2263,783163807,0
2264,1279550,0
2265,62442318,0
2266,588243354,0
2267,32516138,0
2268,751676232,NA
2269,19790338,0
2270,288717057,0
2271,102743680,0
2272,39280071,0
2273,49797482,0
2274,2960920,NA
2275,163113536,0
2276,375602652,0
2277,2603822799,NA
2278,83955986,0
2279,235874580,0
2280,16378278,NA
2281,9996454,0
2282,17148058,0
2283,24148558,0
2284,2936719,0
2285,279299734,0
2286,1940896,0
2287,91430222,0
2288,72042809,0
2289,4038617,0
2290,20152726,0
2291,11728292,0
2292,1305822702,0
2293,7082874,0
2294,160088748,0
2295,472579447,0
2296,1743029474,0
2297,56099758,NA
2298,189845627,NA
2299,62508117,0
2300,783163807,0
2301,49273655,0
2302,54028075,0
2303,86097714,NA
2304,6759348,NA
2305,16204381268,0
2306,148633490,0
2307,160856391,0
2308,35344713,0
2309,6031120701,NA
2310,2413487852,0
2311,222259480,0
2312,21881844,0
2313,33571586,0
2314,9720066,0
2315,1062025,0
2316,647780723,0
2317,959872683,0
2318,141993851,0
2319,201874895,0
2320,763603516,0
2321,902893,0
2322,11547858,NA
2323,9328323,0
2324,161974169,0
2325,6520742,NA
2326,5585325838,0
2327,1512288139,NA
2328,87559811,0
2329,9318406,0
2330,103275873,0
2331,14226153,0
2332,41878695,0
2333,5960445529,0
2334,5427261,0
2335,14560712,NA
2336,807297,0
2337,7960163,0
2338,2530393,NA
2339,3416155,0
2340,74537926,NA
2341,170643219,0
2342,950125,0
2343,93936,0
2344,13639095,0
2345,585494011,0
2346,393584433,0
2347,803346,0
2348,5367102,0
2349,1104782,0
2350,10169497460,0
2351,547320696,0
2352,4408987537,0
2353,2402749857,0
2354,8002090,0
2355,60112634,0
2356,763603516,0
2357,680622802,0
2358,18212359,0
2359,6465820,NA
2360,20916278,NA
2361,63150678,0
2362,1099903,0
2363,239444459,0
2364,6220788,0
2365,448711298,0
2366,17613433,0
2367,82073134,0
2368,3810520467,NA
2369,164122104,0
2370,1514555732,0
2371,64033796,0
2372,1154213,0
2373,292641927,0
2374,2650117,0
2375,54414051,0
2376,134496721,0
2377,3302853974,0
2378,3452554121,0
2379,4610601,NA
2380,12916594,0
2381,21881844,0
2382,129966895,0
2383,122965468,NA
2384,9747278,0
2385,1134903966,0
2386,81678628,NA
2387,157415250,0
2388,1035467,0
2389,1658427,0
2390,20026131,0
2391,659388950,0
2392,4890656,0
2393,4967462,NA
2394,1530779,0
2395,77745709,0
2396,11156172,0
2397,21921023,0
2398,139377927,0
2399,383755915,NA
2400,9326151,0
2401,2200605715,0
2402,7224099,0
2403,43891339,0
2404,65123743,0
2405,36320738,0
2406,10112360,0
2407,1132826452,NA
2408,124179207,NA
2409,1922930752,0
2410,103726735,0
2411,38697152,0
2412,4541650,0
2413,160088748,0
2414,8708860,0
2415,26612463,0
2416,181581907,0
2417,9244859,0
2418,817884,0
2419,59697066,0
2420,7027251081,0
2421,5456574,0
2422,2308225411,0
2423,8623856,0
2424,8865953,0
2425,87206438,NA
2426,27156093,0
2427,1001141,0
2428,7668198,0
2429,34528972,0
2430,298966908,0
2431,630413667,0
2432,22249965,NA
2433,292641927,0
2434,108655,0
2435,219885915,0
2436,391887221,0
2437,11852408,NA
2438,511929,NA
2439,98065828,0
2440,9220225,0
2441,1755253889,0
2442,477983638,0
2443,71421556,0
2444,216210328,0
2445,8790990,NA
2446,30383476,0
2447,232052728,NA
2448,240899284,0
2449,473439053,0
2450,30711042,0
2451,3901611,NA
2452,410144513,0
2453,1041655,0
2454,35322427,0
2455,21859798,0
2456,1956629,0
2457,449243094,0
2458,691878543,0
2459,11567718,NA
2460,7221776688,0
2461,768053,0
2462,2963102,0
2463,2963102,0
2464,2289001152,0
2465,26142717,0
2466,120715606,0
2467,357152275,0
2468,2157876786,0
2469,95169450,0
2470,208512754,0
2471,4318943,0
2472,3344339,NA
2473,6179114460,0
2474,102743680,0
2475,401637168,NA
2476,247104769,NA
2477,436619185,0
2478,200173353,0
2479,4482775,NA
2480,18238985,0
2481,1537594578,0
2482,117958977,0
2483,799031835,0
2484,7458920,NA
2485,27839812,0
2486,102749762,NA
2487,69779078,0
2488,232052728,0
2489,291309346,0
2490,1039238563,0
2491,12916594,0
2492,24301439,0
2493,100796128,NA
2494,62022966,0
2495,994844,NA
2496,4770453630,0
2497,887674993,0
2498,85072395,0
2499,10494541,0
2500,37415143,0
2501,10557760,0
2502,87807692,0
2503,13709077,0
2504,9607328,0
2505,7082874,0
2506,32800645,0
2507,19783886,0
2508,45833472,0
2509,896838,NA
2510,717919,0
2511,20152726,0
2512,6182187,0
2513,3901611,0
2514,179208430,0
2515,3181065978,0
2516,22046491,0
2517,35791236,0
2518,4425286,0
2519,902372554,NA
2520,59703904,0
2521,489557160,NA
2522,45828566,0
2523,100796128,0
2524,118032987,0
2525,3144742472,0
2526,7688321309,0
2527,1271344523,NA
2528,85245,NA
2529,448711298,0
2530,37942870,0
2531,1988604,0
2532,32221328,NA
2533,11664315,0
2534,124537452,NA
2535,47741036,0
2536,115459196,0
2537,23746527,NA
2538,27605928,0
2539,6793479,0
2540,55515094,0
2541,409476194,0
2542,3244575056,0
2543,1612716816,0
2544,45170534,0
2545,24585451,0
2546,721228625,0
2547,1500927185,0
2548,11979841,0
2549,87723065,0
2550,81500630,NA
2551,253058772,0
2552,11687620,0
2553,8181934,0
2554,318616461,0
2555,45092095,0
2556,639386,0
2557,25579684,0
2558,817884,0
2559,1184935987,NA
2560,22105054,0
