,SOP_Order_Num,Reseller
2068,31,0
2069,3,0
2070,667,0
2071,50,0
2072,13,NA
2073,8,0
2074,1993,0
2075,2,0
2076,2,0
2077,1,0
2078,221,0
2079,2,0
2080,8,0
2081,4,NA
2082,190,0
2083,434,0
2084,1,0
2085,17,0
2086,1,NA
2087,4,0
2088,6,0
2089,3,0
2090,2,0
2091,34,0
2092,6,0
2093,8,NA
2094,118,0
2095,7,0
2096,6,0
2097,13,0
2098,4,0
2099,2,0
2100,134,0
2101,3,0
2102,4,0
2103,2,0
2104,2,0
2105,1,0
2106,1,0
2107,9,0
2108,99,0
2109,6,0
2110,10,0
2111,1,NA
2112,7,0
2113,9,NA
2114,427,0
2115,1,0
2116,84,1
2117,2,NA
2118,10,1
2119,29,1
2120,11,1
2121,21,1
2122,115,1
2123,1,1
2124,16,1
2125,10,1
2126,3,1
2127,25,1
2128,1,1
2129,31,1
2130,1,1
2131,9,1
2132,1,NA
2133,1,1
2134,47,0
2135,2,0
2136,3,0
2137,9,0
2138,3,0
2139,281,0
2140,14,0
2141,262,0
2142,3,0
2143,163,NA
2144,224,0
2145,76,0
2146,8,0
2147,19,0
2148,10,0
2149,3,0
2150,102,0
2151,19,NA
2152,2,NA
2153,2,0
2154,32,NA
2155,16,NA
2156,4,NA
2157,10,0
2158,6,0
2159,3,0
2160,4,NA
2161,102,0
2162,1,0
2163,3,NA
2164,13,NA
2165,60,0
2166,10,NA
2167,16,NA
2168,13,0
2169,34,0
2170,188,0
2171,17,0
2172,3,0
2173,58,0
2174,27,0
2175,1,NA
2176,2,NA
2177,1,0
2178,4759,0
2179,1,0
2180,11,0
2181,6,0
2182,3,NA
2183,42,0
2184,4,0
2185,1,0
2186,4,0
2187,21,0
2188,1,0
2189,2,0
2190,340,0
2191,1,0
2192,273,0
2193,353,0
2194,1602,0
2195,210,0
2196,16,NA
2197,10,0
2198,373,0
2199,292,0
2200,143,0
2201,4,0
2202,16,0
2203,212,NA
2204,3,0
2205,1,0
2206,931,NA
2207,251,NA
2208,8,0
2209,13,0
2210,2,0
2211,5,0
2212,419,0
2213,11,0
2214,2,0
2215,155,0
2216,1079,0
2217,489,0
2218,15,0
2219,248,0
2220,12,0
2221,1,0
2222,587,0
2223,5,0
2224,102,0
2225,14,NA
2226,1,0
2227,6,0
2228,112,NA
2229,86,NA
2230,9,0
2231,61,0
2232,105,NA
2233,72,0
2234,15,NA
2235,314,0
2236,1,0
2237,2421,0
2238,139,0
2239,3,0
2240,11,0
2241,1,0
2242,13,NA
2243,432,NA
2244,1,0
2245,1,0
2246,702,0
2247,11,NA
2248,1243,0
2249,16,0
2250,2,0
2251,694,0
2252,1,NA
2253,80,0
2254,151,0
2255,9,NA
2256,68,0
2257,1,NA
2258,563,0
2259,1,0
2260,7,NA
2261,24,0
2262,12,0
2263,4,0
2264,648,0
2265,3,0
2266,1,0
2267,11,0
2268,9,NA
2269,3,0
2270,1,0
2271,58,0
2272,55,0
2273,15,0
2274,136,NA
2275,2,0
2276,1,0
2277,591,NA
2278,173,0
2279,4760,0
2280,21,NA
2281,1,0
2282,297,0
2283,12,0
2284,109,0
2285,1,0
2286,1,0
2287,2,0
2288,38,0
2289,13,0
2290,1,0
2291,2,0
2292,50,0
2293,28,0
2294,5,0
2295,1014,0
2296,9,0
2297,101,NA
2298,18,NA
2299,54,0
2300,373,0
2301,2,0
2302,14,0
2303,4,NA
2304,38,NA
2305,416,0
2306,63,0
2307,191,0
2308,20,0
2309,37,NA
2310,7,0
2311,8,0
2312,53,0
2313,4,0
2314,1,0
2315,58,0
2316,1,0
2317,3,0
2318,1,0
2319,6,0
2320,172,0
2321,92,0
2322,2,NA
2323,28,0
2324,92,0
2325,38,NA
2326,5,0
2327,3,NA
2328,1,0
2329,2,0
2330,23,0
2331,46,0
2332,89,0
2333,426,0
2334,34,0
2335,1818,NA
2336,1,0
2337,2,0
2338,10,NA
2339,2,0
2340,16,NA
2341,368,0
2342,288,0
2343,2,0
2344,14,0
2345,2,0
2346,1,0
2347,1,0
2348,2,0
2349,71,0
2350,49,0
2351,1,0
2352,13,0
2353,1,0
2354,5,0
2355,177,0
2356,36,0
2357,9,0
2358,256,0
2359,11,NA
2360,89,NA
2361,171,0
2362,19,0
2363,13,0
2364,2,0
2365,6,0
2366,40,0
2367,124,0
2368,2,NA
2369,2300,0
2370,1,0
2371,1,0
2372,1217,0
2373,11,0
2374,2,0
2375,268,0
2376,649,0
2377,89,0
2378,6,0
2379,3,NA
2380,1,0
2381,3,0
2382,2,0
2383,45,NA
2384,2,0
2385,10,0
2386,1,NA
2387,1,0
2388,295,0
2389,4,0
2390,75,0
2391,22,0
2392,62,0
2393,89,NA
2394,86,0
2395,63,0
2396,10,0
2397,4,0
2398,1,0
2399,131,NA
2400,23,0
2401,14,0
2402,50,0
2403,2,0
2404,43,0
2405,50,0
2406,7,0
2407,40,NA
2408,58,NA
2409,4,0
2410,17,0
2411,15,0
2412,4,0
2413,11,0
2414,1,0
2415,15,0
2416,38,0
2417,1,0
2418,18,0
2419,1,0
2420,1,0
2421,6,0
2422,793,0
2423,132,0
2424,6,0
2425,73,NA
2426,11,0
2427,5,0
2428,270,0
2429,18,0
2430,4,0
2431,32,0
2432,14,NA
2433,4,0
2434,9,0
2435,2,0
2436,49,0
2437,1,NA
2438,38,NA
2439,40,0
2440,4,0
2441,11,0
2442,17,0
2443,20,0
2444,205,0
2445,229,NA
2446,4,0
2447,31,NA
2448,148,0
2449,5,0
2450,205,0
2451,19,NA
2452,5,0
2453,4,0
2454,74,0
2455,3,0
2456,1,0
2457,68,0
2458,51,0
2459,37,NA
2460,333,0
2461,3,0
2462,27,0
2463,2,0
2464,3,0
2465,2,0
2466,4,0
2467,123,0
2468,60,0
2469,1,0
2470,1,0
2471,1,0
2472,199,NA
2473,17,0
2474,183,0
2475,43,NA
2476,1275,NA
2477,123,0
2478,300,0
2479,20,NA
2480,4,0
2481,6,0
2482,9,0
2483,9,0
2484,8,NA
2485,18,0
2486,36,NA
2487,276,0
2488,1,0
2489,239,0
2490,13,0
2491,352,0
2492,16,0
2493,31,NA
2494,419,0
2495,2,NA
2496,39,0
2497,10,0
2498,19,0
2499,27,0
2500,4,0
2501,2,0
2502,59,0
2503,11,0
2504,3,0
2505,654,0
2506,125,0
2507,19,0
2508,199,0
2509,9,NA
2510,20,0
2511,1,0
2512,28,0
2513,137,0
2514,50,0
2515,199,0
2516,62,0
2517,1,0
2518,61,0
2519,15,NA
2520,113,0
2521,1,NA
2522,104,0
2523,32,0
2524,7,0
2525,48,0
2526,9,0
2527,224,NA
2528,67,NA
2529,12,0
2530,284,0
2531,555,0
2532,1,NA
2533,6,0
2534,40,NA
2535,28,0
2536,47,0
2537,1,NA
2538,134,0
2539,15,0
2540,1,0
2541,1,0
2542,257,0
2543,190,0
2544,170,0
2545,14,0
2546,1,0
2547,810,0
2548,10,0
2549,157,0
2550,1,NA
2551,20,0
2552,163,0
2553,2,0
2554,15,0
2555,34,0
2556,6,0
2557,6,0
2558,608,0
2559,47,NA
2560,13,0
